;627c;H2403
;;H2404
;;H2405
;;H2406
;;H2407
;;H2408
;;H2409
;;H2410
;;H2411
;;H2412
;;H2413
;;H2414
;;H2415
;;K2201
;;
F1Z41;213a;B1801
;635a;B1802
;;B1803
;;B1804
;;D1206
;;D1207
;;
"  * (ROME B1804) Le métier de ""Réalisation d'ouvrages d'art en fils"" est classé ici par défaut.";;
;;
F2Z;Ouvriers non qualifiés du travail du bois et de l'ameublement;
;;
F2Z20;675b;B1806
;;H2201
;;H2202
;;H2205
;;H2207
;;H2208
;;
F3Z;Ouvriers qualifiés du travail du bois et de l'ameublement **;
;;
 ** (FAP F3Z) Constat général : La correspondance entre les codes PCS et ROME est imparfaite au niveau des familles professionnelles détaillées.;;
;;
F3Z40;214a;B1806
;214b;H2207
;;H2208
;;
 *** (FAP F3Z40) Cette famille regroupe les artisans et les salariés effectuant un travail qualifié dans le bois et l'ameublement en les distinguant des charpentiers qui sont classés dans la famille B2Z43.;;
;;
F3Z41;627d;H2201
;;H2202
;;H2205
;;
F4Z;Ouvriers des industries graphiques;
;;
F4Z20;675c;E1202
;;E1203
;;E1301
;;E1302
;;E1304
;;E1306
;;E1307
;;
F4Z41;214c;E1202
;627e;E1203
;627f;E1301
;;E1302
;;E1304
;;E1306
;;E1307
;;
F5Z;Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques;
;;
F5Z70;476a;E1303
;476b;E1305
;485b;E1308
;;H1205
;;H2204
;;H2209
;;H2412
;;H2505
;;
;;
;;
G;Maintenance;
;;
;;
G0A;Ouvriers qualifiés de la maintenance;
;;
G0A40;628a;B1604
;634d;I1310
;;I1601
;;I1602
;;I1605
;;
G0A41;628b;I1303
;633d;I1309
;;
G0A42;216c;I1402
;633b;
;;
G0A43;632k;I1203
;;
G0B;Ouvriers qualifiés de la réparation automobile;
;;
G0B40;216b;I1606
;634a;
;;
G0B41;212a;I1603
;216a;I1604
;633c;I1607
;634c;
;;
G1Z;Techniciens et agents de maîtrise de la maintenance;
;;
G1Z70;477b;A1204
;477c;B1604
;477d;H1101
;486a;H1208
;486d;H1303
;;I1301
;;I1302
;;I1304
;;I1305
;;I1306
;;I1307
;;I1308
;;I1309
;;I1310
;;I1503
;;I1601
;;I1602
;;I1603
;;I1604
;;I1605
;;I1607
;;K2301
;;
G1Z71;479b;H1301
;;I1103
;;K2306
G1Z80;486e;I1203
H0Z90;380a;H1301
;383b;H1505
;384b;H2502
;385b;
;386d;
;386e;
;;
H0Z91;387e;A1204
;387f;H1302
;;H1101
;;I1102
;;K2302
;;K2306
;;
H0Z92;387c;H1401
;387d;H1402
;;H1501
;;H1502
J0Z20;676a;N1101
;676b;N1102
;676c;N1103
;676d;N1105
;;N2203
;;N3203
J1Z40;652a;N1101
;652b;N1102
;653a;N1103
;;N1105
;;N2203
;;N3203
;;
J1Z80;487a;N1103
;487b;N1302
J3Z40;217a;J1305
;526e;N4102
;642a;
;642b;
;;
J3Z41;641b;N4103
;;
J3Z42;643a;N4104
;644a;N4105
;;M1603
J3Z43;217b;N4101
;218a;
;641a;
;;
J3Z44;654a;N4301
;651b;N4402
J4Z40;655a;N4401
;;N4403
;;
J4Z60;546a;N4302
;;
J4Z80;466c;H1403
;477a;N1201
;;N1202
;;N1301
;;N1303
;;N2204
;;N3201
;;N3202
;;N4201
;;N4202
;;N4203
;;N4204
J5Z60;546d;G1201
;546e;N2101
J5Z61;546c;N1201
;;N1202
;;
J5Z62;546b;D1204
;;G1101
;;G1303
;;N2201
;;
J5Z80;226b;D1204
;466a;G1102
;466b;G1301
;;G1303
;;N1301
;;N3201
;;N3202
;;N4201
;;N4202
;;N4203
;;N4204
J6Z90;389a;N2202
;451d;N2205
;;N3201
;;N3202
;;N4201
;;N4202
;;N4203
;;N4204
;;
J6Z91;389b;N2102
;;
J6Z92;387b;G1302
;;N1301
;;N1302
K0Z20;685a;A1502
;;A1503
;;B1302
;;B1303
;;B1401
;;B1402
;;B1501
;;B1601
;;B1603
;;B1701
;;D1205
K0Z40;214e;A1502
;214f;A1503
;217d;B1302
;637b;B1303
;637d;B1401
;;B1402
;;B1501
;;B1601
;;B1603
;;B1701
;;D1205
L0Z60;542a;D1401
;542b;M1607
;;M1608
;;M1609
L1Z60;543a;M1203
L2Z60;313a;M1601
;541a;
;541d;
L2Z61;543d;M1401
;;M1501
;;M1602
;;M1605
;;M1606
L3Z80;461a;D1401
;;M1604
;;M1607
;;M1608
;;M1609
L4Z80;461e;M1404
;461f;M1501
;;M1605
;;
L4Z81;461d;M1203
L5Z90;312c;M1201
;312d;M1202
;372a;M1203
;372b;M1204
;373a;M1205
;373c;M1206
;373d;M1207
;373b;M1402
;;M1403
;;
L5Z91;372e;K1903
;;
L5Z92;372c;K2101
;372d;K2102
;;M1502
;;M1503
L6Z00;232a;M1302
;233a;
;233b;
;233c;
;233d;
;;
L6Z90;231a;M1301
;371a;
M0Z60;544a;M1801
;;M1805
;;M1810
M1Z80;478a;M1805
;;
M1Z81;478b;I1401
;478c;M1801
;478d;M1810
;;
M2Z90;388a;M1801
;388c;M1802
;;M1803
;;M1805
;;M1806
;;M1810
;;
M2Z91;388b;I1401
;;
;;
M2Z92;388e;M1804
;;M1807
N0Z90;312e;H1206
;383a;M1808
;384a;M1809
;385a;
;386a;
;;
;;
N0Z91;342e;K2401
;;K2402
;;
;;
P0Z;Employés administratifs de la fonction publique (catégorie C et assimilés);
;;
P0Z60;522a;K1501
;;
P0Z61;523a;
;524a;
;533c;
;;
P0Z62;521a;
;521b;
;;
P1Z;Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés);
;;
P1Z80;451c;K1503
;;K1504
;;K1505
;;
P1Z81;451e;K1502
;451f;
;;
P1Z82;451a;
;451b;
;;
P2Z;Cadres de la fonction publique (catégorie A et assimilés);
;;
P2Z90;331a;K1401
;332a;K1403
;332b;K1404
;333b;K1405
;333e;K1502
;333f;K1503
;351a;K1504
;;K1505
;;K1602
;;K1802
;;
  * (FAP P2Z90) La distinction des secteurs public et privé est un critère de partition de la nomenclature des professions PCS. Elle n'est pas opérationnelle dans le cadre de la recherche d'emploi, ;;
"  et n'intervient donc pas dans la nomenclature ROME. En conséquence, cette famille repose sur une conception élargie de la ""fonction publique"", dont rendent compte les intitulés des métiers de la nomenclature ROME.";;
;;
P2Z91;333c;
;333d;
;;
P2Z92;334a;
;;
P3Z;Professionnels du droit (hors juristes en entreprise);
;;
P3Z90;312a;K1901
;312b;K1902
;312g;
;;
P3Z91;333a;K1904
;;
P4Z;Armée, police, pompiers **;
;;
P4Z60;531a;K1701
;531c;K1705
;532a;K1706
;532b;
;532c;
;533a;
;;
P4Z61;531b;K1707
;;
P4Z80;452a;K1702
;452b;K1703
;;K1704
;;
 ** (FAP P4Z) Les cadres supérieurs de l'armée, de la police et des pompiers sont classés dans la famille professionnelle regroupée P2Z.;;
;;
;;
Q;Banque et assurances;
;;
;;
Q0Z;Employés de la banque et des assurances;
;;
Q0Z60;545a;C1102
;545b;C1109
;545c;C1201
;545d;C1206
;;C1401
;;
Q1Z;Techniciens de la banque et des assurances;
;;
Q1Z80;467a;C1201
;467b;C1202
;;C1203
;;C1205
;;C1206
;;C1302
;;
Q1Z81;467c;C1102
;467d;C1103
;;C1105
;;C1106
;;C1107
;;C1109
;;C1110
;;
Q2Z;Cadres de la banque et des assurances;
;;
Q2Z90;376a;C1202
;376b;C1203
;376c;C1204
;376d;C1205
;;C1207
;;C1301
;;C1302
;;C1303
;;
Q2Z91;226a;C1101
;376e;C1103
;376f;C1104
;;C1105
;;C1106
;;C1107
;;C1108
;;
;;
R;Commerce;
;;
;;
R0Z;Caissiers, employés de libre service;
;;
R0Z60;551a;D1501
;;D1507
;;
R0Z61;552a;D1505
;554j;
;;
R1Z;Vendeurs;
;;
R1Z60;219a;D1105
;554a;D1106
;;D1107
;;
  * (PCS 219a) Les aides familiaux ont été placés ici par défaut.;;
;;
R1Z61;554b;D1212
;554c;
;;
R1Z62;554d;D1201
;554e;D1209
;554f;D1210
;554g;D1211
;;D1214
;;
R1Z63;556a;D1213
;;
R1Z66;553a;
;554h;
;;
R1Z67;555a;D1408
R2Z80;225a;D1407
;463a;D1402
;463b;D1405
;463c;
;463d;
;;
R2Z83;463e;D1403
;;D1404
;;D1501
R3Z80;222a;D1506
;222b;D1502
;223a;D1503
;223b;D1508
;223c;
;223d;
;223e;
;223f;
;223g;
;223h;
;462a;
;462b;
;462d;
;;
R3Z81;221a;
;221b;
R3Z82;462c;M1101
;462e;M1102
R4Z90;374b;D1406
;374c;M1701
;374d;M1702
;;M1703
;;M1704
;;M1705
;;M1707
;;M1102
;;D1506
;;M1101
;;
R4Z91;382d;H1102
;383c;M1706
;384c;D1407
;385c;
;387a;
;388d;
;;
R4Z92;374a;D1301
;;D1504
;;D1509
;;
;;
R4Z93;376g;C1501
;226c;C1502
;;C1503
;;C1504
;;
;;
S;Hôtellerie, restauration, alimentation;
;;
;;
S0Z;Bouchers, charcutiers, boulangers;
;;
S0Z20;683a;D1101
;215d;D1102
;;D1103
;;D1104
;;
S0Z40;215b;D1101
;636a;H2101
;625d;
;;
S0Z41;215c;D1103
;636b;
;;
S0Z42;215a;D1102
;636c;D1104
;;
S1Z;Cuisiniers;
;;
S1Z20;561d;G1603
;;G1604
;;G1605
;;
S1Z40;636d;G1602
;;
;;
S1Z80;488a;G1601
;;
S2Z;Employés et agents de maîtrise de l'hôtellerie et de la restauration;
;;
S2Z60;561e;G1501
;561f;G1502
;;G1702
;;G1703
;;
S2Z61;561a;G1801
;;G1803
;;
S2Z80;468a;G1802
;;G1804
;;
S2Z81;468b;G1503
;;G1701
;;
S3Z;Patrons et cadres d'hôtels, cafés, restaurants;
;;
S3Z00;224a;
;224b;
;224c;
;224d;
;;
S3Z90;377a;G1401
;488b;G1402
;;G1403
;;G1404
;;
  * (FAP S3Z90) Cette famille identifie les salariés en les distinguant des indépendants, classés dans la famille S3Z00.;;
;;
;;
T;Services aux particuliers et aux collectivités;
;;
;;
T0Z;Coiffeurs, esthéticiens;
;;
T0Z60;217c;D1202
;562a;D1203
;562b;D1208
;;
T1Z;Employés de maison;
;;
T1Z60;563c;K1304
;;
T2A;Aides à domicile et aides ménagères;
;;
T2A60;563b;K1302
;;K1305
;;
T2B;Assistantes maternelles;
;;
T2B60;563a;K1303
;;
T3Z;Agents de gardiennage et de sécurité;
;;
T3Z60;564a;K2501
;;
T3Z61;534a;K2502
;534b;K2503
;;
T4Z;Agents d'entretien;
;;
T4Z60;217e;I1501
;525a;K2202
;525b;K2203
;525c;K2204
;684a;
;;
"  * (PCS 217e) Les ""artisans de services divers de 0 à 9 salariés"" sont classés ici par défaut.";;
;;
T4Z61;525d;J1301
;;
T4Z62;628e;I1201
;684b;I1202
;;I1503
;;K2301
;;K2303
;;K2304
;;K2305
;;
T6Z;Employés des services divers;
;;
T6Z61;227c;G1205
;227d;G1206
;564b;K1103
;;K2601
;;K2602
;;K2603
;;
" ** (FAP T6Z61) Cette famille très hétérogène regroupe des employés rendant un ""service à la personne"" qui n'ont pu être classés ailleurs.";;
;;
;;
U;Communication, information, art et spectacle;
;;
;;
U0Z;Professionnels de la communication et de l'information;
;;
U0Z80;464a;E1101
;;E1103
;;E1107
;;E1401
;;E1402
;;
U0Z81;464b;E1108
;;
U0Z90;375a;E1101
;375b;E1103
;;E1107
;;E1401
;;E1402
;;L1303
;;
"  * (ROME L1303) Les agents de ""Promotion d'artistes et de spectacles"" sont classés ici en raison du contenu de leur activité, en faisant abstraction de leur milieu professionnel.";;
;;
U0Z91;372f;K1601
;425a;
;;
U0Z92;352a;E1105
;353a;E1106
;;
U1Z;Professionnels des arts et des spectacles;
;;
U1Z80;353b;E1204
;353c;L1302
;465b;L1304
;637c;L1501
;;L1502
;;L1503
;;L1504
;;L1505
;;L1506
;;L1507
;;L1508
;;L1509
;;
U1Z81;465c;E1201
;;
U1Z82;465a;B1301
;;B1805
;;E1104
;;E1205
;;F1102
;;H1204
;;
  ** (FAP U1Z82) Cette famille, hétérogène et très variée, rassemble les professionnels de la décoration et de l'aménagement de l'espace ainsi que ;;
   les professionnels créant de nouvelles formes de produits industriels en tenant compte des contraintes liées à la fabrication.;;
;;
U1Z91;354b;K2105
;354c;L1101
;354d;L1102
;354g;L1103
;;L1201
;;L1202
;;L1203
;;L1204
;;L1301
;;
U1Z92;352b;E1102
;;
U1Z93;354a;B1101
;;
;;
V;Santé, action sociale, culturelle et sportive;
;;
;;
V0Z;Aides-soignants;
;;
V0Z60;526a;A1501
;526b;J1303
;526c;J1304
;526d;J1501
;;K1301
;;
V1Z;Infirmiers, sages-femmes;
;;
V1Z80;431a;J1502
;431b;J1503
;431c;J1504
;431d;J1505
;431f;J1506
;431g;J1507
;;
V1Z81;431e;J1104
;;
V2Z;Médecins et assimilés;
;;
V2Z90;311a;J1101
;311b;J1102
;344a;K1402
;344b;
;344c;
;;
"  * (ROME K1402) Les spécialistes ""Conseil en Santé Publique"" ne sont pas toujours des médecins, mais peuvent être aussi des dentistes, des pharmaciens… Ils sont classés ici par défaut.";;
;;
V2Z91;311c;J1103
;;
V2Z92;311e;A1504
;;
V2Z93;311f;J1201
;344d;J1202
;;
V3Z;Professions para-médicales;
;;
V3Z70;433a;J1302
;433d;J1306
;;J1307
;;
V3Z71;433b;J1401
;433c;J1405
;;J1410
;;J1411
;;
V3Z80;432a;J1402
;432b;J1403
;432c;J1404
;432d;J1406
;;J1407
;;J1408
;;J1409
;;J1412
;;
V3Z90;311d;K1104
;;
V4Z;Professionnels de l'action sociale et de l'orientation;
;;
V4Z80;343a;K1801
;;K2112
;;
V4Z83;434a;K1202
;434d;K1203
;434e;K1204
;434f;K1207
;434g;
;;
V4Z85;434b;K1101
;434c;K1102
;;K1201
;;K1205
;;
V5Z;Professionnels de l'action culturelle, sportive et surveillants;
;;
V5Z00;227a;
;;
V5Z81;435b;G1202
;435a;G1203
;;K1206
;;
V5Z82;424a;G1204
;;L1401
;;
V5Z84;422d;K2104
;422e;
;;
;;
W;Enseignement, formation;
;;
;;
W0Z;Enseignants;
;;
W0Z80;421a;K2106
;421b;
;;
W0Z90;341a;K2107
;422a;K2109
;422b;
;422c;
;;
W0Z91;227b;K2103
;341b;
;;
"  * (PCS 227b)  Les ""indépendants gestionnaires d'établissement privés (enseignement, santé, social) de 0 à 9 salariés"" sont classés ici par défaut.";;
;;
W0Z92;342a;K2108
;;
"  ** (FAP W0Z92) Les ""professeurs du supérieur"" sont des enseignants qui font également de la recherche. L'activité dominante de cette famille est l'enseignement du sujet sur lequel porte leur recherche.";;
;;
W1Z;Formateurs;
;;
W1Z80;423a;K2110
;423b;K2111
;;
;;
X;Politique, religion;
;;
;;
X0Z;Professionnels de la politique et clergé;
;;
X0Z00;335a;
;;
X0Z01;441a;
;441b;
